provider,model_name,quantity_id,request_index,prompt_version,tool_regime,batch_size,request_id,prompt_tokens,completion_tokens,total_tokens,cached_prompt_tokens,reasoning_tokens,estimated_input_cost_usd,estimated_cached_input_cost_usd,estimated_output_cost_usd,estimated_tool_cost_usd,estimated_total_cost_usd,tool_call_count,web_search_call_count,code_interpreter_call_count,tool_sources,tool_trace,usage
litellm_completion,claude-opus-4.7,household.intertemporal_elasticity_of_substitution,1,ies-clarify,none,1,chatcmpl-57060904-65cc-40eb-ae89-38dae92c0b6b,1829,580,2409,0,0,,,,,0.023645,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 580, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 580}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.023645, ""prompt_tokens"": 1829, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null}, ""speed"": null, ""total_tokens"": 2409}"
litellm_completion,claude-opus-4.7,household.intertemporal_elasticity_of_substitution,2,ies-clarify,none,1,chatcmpl-1af1c9cf-a1f7-4b4d-ad2b-7a2ff5dee090,1829,566,2395,0,0,,,,,0.023295000000000003,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 566, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 566}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.023295000000000003, ""prompt_tokens"": 1829, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null}, ""speed"": null, ""total_tokens"": 2395}"
litellm_completion,claude-opus-4.7,household.intertemporal_elasticity_of_substitution,3,ies-clarify,none,1,chatcmpl-0419eca4-25a6-4808-9163-a35b843e45ee,1829,551,2380,0,0,,,,,0.022920000000000003,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 551, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 551}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.022920000000000003, ""prompt_tokens"": 1829, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null}, ""speed"": null, ""total_tokens"": 2380}"
litellm_completion,claude-opus-4.7,household.intertemporal_elasticity_of_substitution,4,ies-clarify,none,1,chatcmpl-69f59a22-e54a-4014-8296-2deb6406b9ab,1829,579,2408,0,0,,,,,0.023620000000000002,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 579, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 579}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.023620000000000002, ""prompt_tokens"": 1829, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null}, ""speed"": null, ""total_tokens"": 2408}"
litellm_completion,claude-opus-4.7,household.intertemporal_elasticity_of_substitution,5,ies-clarify,none,1,chatcmpl-4527ba7d-6d68-476f-9513-2907d77e9b92,1829,553,2382,0,0,,,,,0.02297,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 553, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 553}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.02297, ""prompt_tokens"": 1829, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null}, ""speed"": null, ""total_tokens"": 2382}"
litellm_completion,claude-opus-4.7,household.intertemporal_elasticity_of_substitution,6,ies-clarify,none,1,chatcmpl-fcce0351-e6a0-4279-94da-3742ab6cb661,1829,588,2417,0,0,,,,,0.023845,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 588, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 588}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.023845, ""prompt_tokens"": 1829, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null}, ""speed"": null, ""total_tokens"": 2417}"
litellm_completion,claude-opus-4.7,household.intertemporal_elasticity_of_substitution,7,ies-clarify,none,1,chatcmpl-5a90c79f-ea51-44de-8fab-e129ddc7f255,1829,590,2419,0,0,,,,,0.023895,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 590, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 590}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.023895, ""prompt_tokens"": 1829, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null}, ""speed"": null, ""total_tokens"": 2419}"
litellm_completion,claude-opus-4.7,household.intertemporal_elasticity_of_substitution,8,ies-clarify,none,1,chatcmpl-166b772b-6286-49f3-845a-efadb5f5cc99,1829,540,2369,0,0,,,,,0.022645,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 540, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 540}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.022645, ""prompt_tokens"": 1829, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null}, ""speed"": null, ""total_tokens"": 2369}"
litellm_completion,claude-opus-4.7,household.intertemporal_elasticity_of_substitution,9,ies-clarify,none,1,chatcmpl-0593e067-b492-4c3d-97e2-499e357819f1,1829,664,2493,0,0,,,,,0.025745,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 664, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 664}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.025745, ""prompt_tokens"": 1829, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null}, ""speed"": null, ""total_tokens"": 2493}"
litellm_completion,claude-opus-4.7,household.intertemporal_elasticity_of_substitution,10,ies-clarify,none,1,chatcmpl-9d0a2cca-ce11-4395-9754-2531f1f4afb4,1829,594,2423,0,0,,,,,0.023995000000000002,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 594, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 594}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.023995000000000002, ""prompt_tokens"": 1829, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null}, ""speed"": null, ""total_tokens"": 2423}"
