model_name,quantity_id,quantity_name,tool_regime,n_successful_runs,pooled_point_estimate,pooled_lower_bound,pooled_upper_bound,within_run_sd,between_run_sd,total_sd,n_requests,mean_batch_size,usage_prompt_tokens_total,usage_completion_tokens_total,usage_total_tokens_total,usage_cached_prompt_tokens_total,usage_reasoning_tokens_total,usage_estimated_input_cost_usd_total,usage_estimated_cached_input_cost_usd_total,usage_estimated_output_cost_usd_total,usage_estimated_tool_cost_usd_total,usage_estimated_total_cost_usd_total,usage_total_tokens_per_successful_run,usage_estimated_total_cost_usd_per_successful_run,tool_call_count_total,web_search_call_count_total,code_interpreter_call_count_total,pool_transform,reml_latent_location,reml_latent_lower,reml_latent_upper,reml_predictive_lower,reml_predictive_upper,reml_tau,reml_typical_within_sd,bayes_latent_location,bayes_latent_lower,bayes_latent_upper,bayes_predictive_lower,bayes_predictive_upper,bayes_tau_mean,bayes_interval_scale_mean,bayes_typical_within_sd
grok-4.20,household.intertemporal_elasticity_of_substitution,Intertemporal elasticity of substitution,none,14,0.9642857142857143,0.1620333598093725,3.4457478005865108,0.9601312844259026,0.2966651379613598,1.0049190452046204,14,1.0,9926,2424,30154,9280,17804,,,,,0.124516,2153.8571428571427,0.008894,,,,bounded_logit,0.9813008406995938,0.6877267402131461,1.3606525321272964,0.21219619864827496,2.8681130528845884,0.0,0.8182611734042528,0.9780208590468438,0.7860549544532305,1.2016172633107847,0.37967787728935715,2.090171035428242,0.05005818255688398,0.3708885860589673,0.4970658684608179
grok-4.20,labor_supply.extensive_margin.single_mothers,Employment participation elasticity of single mothers,none,11,0.4772727272727273,0.06256730562136545,1.448214428492057,0.7144475310484403,0.0888400922076912,0.7199498847869088,11,1.0,7700,2475,25787,6464,15612,,,,,0.11228679999999999,2344.2727272727275,0.01020789090909091,,,,bounded_logit,0.4577615779289692,0.3157896645926028,0.6097876465463559,0.007682227714362888,1.027236694777189,0.0,0.3111305899215795,0.45823622021531873,0.37299898625032224,0.5472474905432361,0.16678700131568625,0.7956975650590539,0.015412902754094406,0.3447873532216798,0.18273190168852455
grok-4.20,labor_supply.frisch_elasticity.prime_age,Frisch elasticity of labor supply,none,14,0.45357142857142857,0.08440366972477062,1.9528606264887816,1.3153472518149505,0.06671979175810502,1.3170383151106073,14,1.0,10010,4251,36406,8000,22145,,,,,0.163996,2600.4285714285716,0.011714,,,,bounded_logit,0.4455557319126941,0.3141979869049345,0.6282684299325709,0.11244431115645456,1.6052802534696236,0.0,0.36521508929901997,0.4456160545695997,0.3671994333739303,0.5398673307765838,0.20342369495870455,0.9482902329815067,0.014366761218566972,0.304879909032483,0.20168294196797149
grok-4.20,labor_supply.income_elasticity.prime_age,Income elasticity of labor supply,none,11,-0.09090909090909091,-0.39382123575284955,0.09754851889683339,0.31592402351888915,0.019284730395996753,0.31651206843153695,11,1.0,7788,1333,27077,6784,17956,,,,,0.1190988,2461.5454545454545,0.010827163636363636,,,,bounded_logit,-0.09273234470463221,-0.14267868952559493,-0.043742303913931746,-0.28777054864671037,0.088491832285988,0.0,0.11492537223923568,-0.09266136458345997,-0.12135642749336695,-0.06424698390719286,-0.20701457252403088,0.016828856994326458,0.005217061836900488,0.3252927029340495,0.06554522078795418
grok-4.20,labor_supply.marshallian_wage_elasticity.prime_age,Uncompensated wage elasticity of labor supply,none,12,0.12916666666666668,-0.1737283691662298,0.6594246685088507,0.6160068260354119,0.03200477394945253,0.6168376733612967,12,1.0,8532,1955,30120,8448,19633,,,,,0.1313856,2510.0,0.0109488,,,,bounded_logit,0.1263859310593527,0.0433530176596304,0.21090755158444097,-0.16253091173321033,0.4341654705389457,0.0,0.18191841689093427,0.126417853571954,0.07924048099023162,0.1740872161501139,-0.04582744474397815,0.3052097933994098,0.008679547472796608,0.3149778521296364,0.10209856012538923
grok-4.20,labor_supply.policy_response.income_elasticity,Income elasticity of labor supply in a tax-benefit simulation,none,13,-0.11153846153846153,-0.3985572399663737,0.14101184068891198,0.3211642931664854,0.021066252211737153,0.32185445497519016,13,1.0,9425,2705,33568,7936,21438,,,,,0.1494232,2582.153846153846,0.011494092307692308,,,,bounded_logit,-0.10935400507615278,-0.1637195850119464,-0.056067555246522405,-0.32874743641793014,0.09346405579911199,0.0,0.1291294802172432,-0.10941900331741161,-0.1397350649779716,-0.07946861155292906,-0.23416770036534418,0.009768540508277024,0.005303796762939387,0.3074020311680459,0.0715960864055466
grok-4.20,labor_supply.policy_response.substitution_elasticity.all,Substitution elasticity of labor supply in a tax-benefit simulation,none,14,0.3464285714285714,0.07391304347826086,0.9953051643192488,0.6575230848744834,0.061133009887941764,0.6603588812462632,14,1.0,10360,3445,33325,9216,19520,,,,,0.1419212,2380.3571428571427,0.010137228571428571,,,,bounded_logit,0.3421565628484438,0.2521892021570206,0.46110229804171154,0.10300987492600179,1.0207727844492647,0.0,0.242326148535367,0.3421795189134291,0.2886919623085139,0.4047348889185701,0.17221005677930795,0.6570881683396528,0.009811962159213193,0.3090501938970687,0.1347230128211686
grok-4.20,labor_supply.policy_response.substitution_elasticity.primary.decile_1,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 1",none,13,0.26153846153846155,0.05209580838323352,0.7843850009057414,0.6420362339004129,0.039970403251589466,0.6432792230261446,13,1.0,9594,2554,27335,8512,15187,,,,,0.1103124,2102.6923076923076,0.008485569230769232,,,,bounded_logit,0.2630166111832533,0.18826031394721576,0.36520483829197287,0.07673489923585466,0.8256750798908092,0.0,0.1924594345297286,0.26293372940841103,0.21800058678187964,0.3164773110852934,0.12886997497944358,0.5214730428150925,0.00814120634633489,0.31213253093085996,0.10749281707601248
grok-4.20,labor_supply.policy_response.substitution_elasticity.primary.decile_10,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 10",none,14,0.3,0.0692307692307692,0.886188654079912,0.6438924322320572,0.05345224838248488,0.6461072721637307,14,1.0,10332,2997,31261,8960,17932,,,,,0.13011,2232.9285714285716,0.009293571428571429,,,,bounded_logit,0.29226588971814926,0.22013419447163593,0.3861237773012832,0.09573478306981209,0.8244277552072243,0.0,0.19356149404288636,0.29235974802457687,0.24934830355234724,0.34229783078866155,0.15358596789780485,0.542548042653243,0.00806468890594226,0.3131733846987306,0.10835330856773549
grok-4.20,labor_supply.policy_response.substitution_elasticity.primary.decile_2,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 2",none,14,0.25357142857142856,0.05193370165745856,0.7621176067600934,0.6409719333521852,0.022868300847974456,0.6413797459609334,14,1.0,10332,4511,31737,9216,16894,,,,,0.1325052,2266.9285714285716,0.009464657142857142,,,,bounded_logit,0.2552304854629385,0.18612505479277283,0.34813815642594975,0.07539334263019497,0.7948033836316701,0.0,0.1850395629536502,0.255176240327572,0.2145679165737782,0.3029614747692052,0.12813055032196752,0.49534968729995665,0.007104732942309216,0.29956583275341714,0.10125661059698411
