model_name,quantity_id,quantity_name,tool_regime,n_successful_runs,n_quantile_repaired_runs,pooled_point_estimate,pooled_lower_bound,pooled_upper_bound,within_run_sd,between_run_sd,total_sd,n_requests,mean_batch_size,usage_prompt_tokens_total,usage_completion_tokens_total,usage_total_tokens_total,usage_cached_prompt_tokens_total,usage_reasoning_tokens_total,usage_estimated_input_cost_usd_total,usage_estimated_cached_input_cost_usd_total,usage_estimated_output_cost_usd_total,usage_estimated_tool_cost_usd_total,usage_estimated_total_cost_usd_total,usage_total_tokens_per_successful_run,usage_estimated_total_cost_usd_per_successful_run,tool_call_count_total,web_search_call_count_total,code_interpreter_call_count_total,pool_transform,reml_latent_location,reml_latent_lower,reml_latent_upper,reml_predictive_lower,reml_predictive_upper,reml_tau,reml_typical_within_sd,bayes_latent_location,bayes_latent_lower,bayes_latent_upper,bayes_predictive_lower,bayes_predictive_upper,bayes_tau_mean,bayes_interval_scale_mean,bayes_typical_within_sd
gpt-5.4,household.annual_discount_factor,Annual discount factor,none,15,0,0.962,0.9007071582780721,1.0,0.1279434513217113,0.0040000000000000036,0.12800596367400666,3,5.0,1332,2857,4189,0,0,0.0033300000000000005,0.0,0.042855000000000004,0.0,0.046185000000000004,279.26666666666665,0.003079,,,,bounded_logit,0.9605828387779449,0.8774136290843899,0.9880914097627104,0.0024832239310107434,0.9999958082545992,0.0,0.21152589208564845,0.9606697638124547,0.9224584476140474,0.9805221868148155,0.13850991794410492,0.9997311047540116,0.006621999194265273,0.2904620701020305,0.11375978394915306
gpt-5.4,household.intertemporal_elasticity_of_substitution,Intertemporal elasticity of substitution,none,15,0,0.5,0.11333333333333331,1.3878670120898087,0.6843404417961705,0.0,0.6843404417961705,3,5.0,1440,3172,4612,0,0,0.0036,0.0,0.04758,0.0,0.05118,307.46666666666664,0.003412,,,,bounded_logit,0.5000000000000001,0.3714915943182579,0.6665607793845213,0.15047563073509834,1.4231453243401824,0.0,0.34898216694664885,0.5000000000000001,0.42611778541017886,0.5850536901187241,0.25822210310748683,0.924043324997965,0.012369959712649623,0.2903266254697832,0.18803845236773678
gpt-5.4,household.relative_risk_aversion.crra,Coefficient of relative risk aversion,none,15,0,2.0,0.9999999999999996,9.842328684050933,6.639986979153901,0.0,6.639986979153901,3,5.0,1353,2756,4109,0,0,0.0033825,0.0,0.04134,0.0,0.0447225,273.93333333333334,0.0029814999999999998,,,,bounded_logit,2.000000000000001,1.5063495992930982,2.646596978204647,0.64560102971072,5.858497886599809,0.0,1.3523449784531545,2.000000000000001,1.715892942893734,2.328878859456401,1.0671230344340987,3.6869492721312556,0.04777761081650683,0.29032749169107913,0.7286711478569723
gpt-5.4,labor_supply.extensive_margin.single_mothers,Employment participation elasticity of single mothers,none,15,0,0.7133333333333333,0.15652173913043466,1.8540351814929532,0.7672854839555411,0.08055363982396382,0.7715023673183238,3,5.0,1401,3239,4640,0,0,0.0035024999999999995,0.0,0.048585,0.0,0.052087499999999995,309.3333333333333,0.0034724999999999995,,,,bounded_logit,0.6970421541455838,0.5195306618728797,0.8865589993682124,0.07226274066221183,1.5010928804798755,0.0,0.44002160986917027,0.6973032522298048,0.5980154951278667,0.8003311589042399,0.3175383872894755,1.136683202666661,0.01702344595802824,0.29967640205929724,0.2409021846489003
gpt-5.4,labor_supply.frisch_elasticity.prime_age,Frisch elasticity of labor supply,none,15,0,0.4,0.09999999999999998,1.424817518248175,1.2877429247632377,0.0,1.2877429247632377,3,5.0,1446,3304,4750,0,0,0.0036149999999999997,0.0,0.04955999999999999,0.0,0.053175,316.6666666666667,0.003545,,,,bounded_logit,0.40000000000000013,0.2911723103795597,0.5472102644375866,0.11487456169289868,1.2997701535565023,0.0,0.2980973228273444,0.40000000000000013,0.33694630015541616,0.4742739852829996,0.1998881793341466,0.7844124278452018,0.010637027187004397,0.29032491503554786,0.16062022484319446
gpt-5.4,labor_supply.income_elasticity.prime_age,Income elasticity of labor supply,none,15,0,-0.05,-0.1986842105263158,0.06416485173395892,0.2967900001123129,0.0,0.2967900001123129,3,5.0,1632,3429,5061,0,0,0.00408,0.0,0.051434999999999995,0.0,0.055514999999999995,337.4,0.003701,,,,bounded_logit,-0.04999999999999982,-0.07165981821470302,-0.02854445571449249,-0.14147511546671354,0.037939182764544555,0.0,0.054595520783904186,-0.04999999999999982,-0.06175584740461604,-0.03830458753353305,-0.10066394438090942,-0.0004397556039632544,0.0023731872186849774,0.2905858230835767,0.029430268497157287
gpt-5.4,labor_supply.marshallian_wage_elasticity.prime_age,Uncompensated wage elasticity of labor supply,none,15,0,0.09666666666666668,-0.09968152866242039,0.39990356798457094,0.6039843460535859,0.012472191289246471,0.6041131068213413,3,5.0,1437,3222,4659,0,0,0.0035925,0.0,0.04833,0.0,0.0519225,310.6,0.0034615,,,,bounded_logit,0.09526665555587943,0.03604818446682234,0.15527101325909287,-0.1313024766691051,0.3337879885240542,0.0,0.1416275668355277,0.09529545541693096,0.06291894392266428,0.1279147216197729,-0.03377885362186883,0.2281718672704196,0.006206010985133986,0.2926707869161505,0.0766196648361706
gpt-5.4,labor_supply.policy_response.substitution_elasticity.all,Substitution elasticity of labor supply in a tax-benefit simulation,none,15,0,0.2,0.04999999999999999,0.600000000000005,0.6460988701429526,0.0,0.6460988701429526,3,5.0,1536,3235,4771,0,0,0.0038400000000000005,0.0,0.048525,0.0,0.052365,318.06666666666666,0.003491,,,,bounded_logit,0.20000000000000007,0.14333077024267238,0.27779319985568907,0.05418767816115531,0.6839183522724461,0.0,0.15592360839797068,0.2000000000000002,0.16706280652013933,0.23910963446728603,0.0967541354983307,0.4043338682995501,0.005573552969723715,0.2903244662473596,0.0840143931674628
gpt-5.4,labor_supply.policy_response.substitution_elasticity.primary.decile_1,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 1",none,15,0,0.11800000000000001,0.01627118644067796,0.4450472007657734,0.6365130813877887,0.022271057451320086,0.6369025849985048,3,5.0,1530,3264,4794,0,0,0.0038250000000000003,0.0,0.048960000000000004,0.0,0.052785,319.6,0.003519,,,,bounded_logit,0.11765535741042044,0.08110211437438686,0.17011362282539538,0.027154660974806708,0.4806241381559052,0.0,0.10369212404742227,0.1176312668158052,0.09584901064499433,0.14420790011596626,0.051228046691136564,0.2654724943520023,0.00396582527974663,0.3004418720408492,0.05682496932924036
gpt-5.4,labor_supply.policy_response.substitution_elasticity.primary.decile_10,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 10",none,15,0,0.17866666666666667,0.03666666666666665,0.49830233677248936,0.6348981228424675,0.028487814158962003,0.6355369241393016,3,5.0,1530,3468,4998,0,0,0.0038250000000000003,0.0,0.05202,0.0,0.055845,333.2,0.0037229999999999997,,,,bounded_logit,0.17865298520247222,0.13273930901305425,0.2396659086316302,0.055143480708276335,0.5481324652126315,0.0,0.12576291034394585,0.17862241072380075,0.15153215485549013,0.21033261404913348,0.09143511889062303,0.343114494877875,0.004963003393638926,0.30410793738758546,0.06934176308908453
