model_name,quantity_id,quantity_name,tool_regime,n_successful_runs,pooled_point_estimate,pooled_lower_bound,pooled_upper_bound,within_run_sd,between_run_sd,total_sd,n_requests,mean_batch_size,usage_prompt_tokens_total,usage_completion_tokens_total,usage_total_tokens_total,usage_cached_prompt_tokens_total,usage_reasoning_tokens_total,usage_estimated_input_cost_usd_total,usage_estimated_cached_input_cost_usd_total,usage_estimated_output_cost_usd_total,usage_estimated_tool_cost_usd_total,usage_estimated_total_cost_usd_total,usage_total_tokens_per_successful_run,usage_estimated_total_cost_usd_per_successful_run,tool_call_count_total,web_search_call_count_total,code_interpreter_call_count_total,pool_transform,reml_latent_location,reml_latent_lower,reml_latent_upper,reml_predictive_lower,reml_predictive_upper,reml_tau,reml_typical_within_sd,bayes_latent_location,bayes_latent_lower,bayes_latent_upper,bayes_predictive_lower,bayes_predictive_upper,bayes_tau_mean,bayes_interval_scale_mean,bayes_typical_within_sd
gpt-5.4-nano,household.intertemporal_elasticity_of_substitution,Intertemporal elasticity of substitution,none,15,0.7533333333333334,0.21395498392282958,1.8963095793904463,0.7068976381579821,0.08844332774281069,0.7124089366758081,2,7.5,960,4057,5017,0,0,0.000192,0.0,0.005071249999999999,0.0,0.005263250000000001,334.46666666666664,0.0003508833333333334,,,,bounded_logit,0.7462767047384332,0.5852368310266298,0.9421728819223505,0.27104537011826185,1.7469361731944288,0.0,0.43181045722270595,0.746318889206615,0.6536270689987063,0.8496022316874209,0.42567058723712853,1.2428975150389239,0.016258348770889507,0.2989865716309209,0.2361235144967058
gpt-5.4-nano,labor_supply.extensive_margin.single_mothers,Employment participation elasticity of single mothers,none,15,0.25066666666666665,-0.03351532108193557,0.8705781557640164,0.6707945982605671,0.08528123409571937,0.6761939676930315,2,7.5,934,3458,4392,0,0,0.00018680000000000001,0.0,0.0043225,0.0,0.004509300000000001,292.8,0.00030062000000000003,,,,bounded_logit,0.20415036477257176,0.1450231236288797,0.2655349654592176,-0.054132565619817385,0.5118639090924948,0.0,0.17196552880252147,0.20604803043396513,0.16737086018936997,0.2471735109696669,0.031605890905278766,0.4027399878380544,0.011768012043498617,0.398792625077094,0.10872438536777458
gpt-5.4-nano,labor_supply.frisch_elasticity.prime_age,Frisch elasticity of labor supply,none,15,0.7,0.16208791208791207,1.7607938416530997,1.2719586001735887,0.14491376746189438,1.280186970936494,2,7.5,964,3496,4460,0,0,0.00019280000000000002,0.0,0.00437,0.0,0.0045628,297.3333333333333,0.00030418666666666666,,,,bounded_logit,0.7128093098108466,0.5624786080720078,0.8994887398809027,0.27065545601509433,1.747543654811651,0.0,0.4084549762573116,0.7123820057775514,0.6215331242795619,0.8151509993421112,0.40262795613332636,1.2296222151983924,0.017760679480208954,0.3286911177120387,0.23404412007673975
gpt-5.4-nano,labor_supply.income_elasticity.prime_age,Income elasticity of labor supply,none,15,-0.05466666666666666,-0.5575529694633254,0.2644289794087843,0.32438714866995305,0.09797051710704717,0.3388587381851683,2,7.5,950,3725,4675,0,0,0.00019,0.0,0.004656250000000001,0.0,0.00484625,311.6666666666667,0.0003230833333333333,,,,bounded_logit,-0.015860260893868938,-0.0587965201625269,0.026208285167644174,-0.2392681683270319,0.1858946883022794,0.0,0.1299912172853335,-0.01711394909677777,-0.05225028786295649,0.016414011385128102,-0.19415662551467028,0.1455634013511511,0.010495900039397293,0.5928627474368723,0.10015029498951841
gpt-5.4-nano,labor_supply.marshallian_wage_elasticity.prime_age,Uncompensated wage elasticity of labor supply,none,15,0.14133333333333334,-0.43266917778093805,0.674871761459177,0.6164542595900093,0.10537973661425089,0.6253964686945038,2,7.5,958,3824,4782,0,0,0.00019160000000000002,0.0,0.0047799999999999995,0.0,0.0049716,318.8,0.00033143999999999996,,,,bounded_logit,0.1356023474318082,0.0634913083726496,0.20881938691376378,-0.15972106250736307,0.45040048555050216,0.0,0.1860383673638705,0.1357001141262022,0.08810873720292989,0.183826754586208,-0.06565244913093427,0.3459680836585126,0.012204494422985103,0.4199221279109997,0.12055793310096714
gpt-5.4-nano,labor_supply.policy_response.income_elasticity,Income elasticity of labor supply in a tax-benefit simulation,none,15,0.13866666666666666,-0.04541572363717508,0.4872464122246589,0.3271505111480715,0.04745055906473132,0.33057376257047383,2,7.5,992,3432,4424,0,0,0.0001984,0.0,0.00429,0.0,0.0044884,294.93333333333334,0.0002992266666666667,,,,bounded_logit,0.121989891923179,0.07613021534136655,0.1664870763346653,-0.10168647652982532,0.3166019312586905,0.0,0.12774147498862104,0.12233343720865619,0.09529489517050171,0.14909366785202627,-0.009450871939867378,0.24359525939984605,0.006147391316312378,0.34302516471446654,0.07479890843507453
gpt-5.4-nano,labor_supply.policy_response.substitution_elasticity.all,Substitution elasticity of labor supply in a tax-benefit simulation,none,15,0.2946666666666667,0.05859543300301594,0.9318902501313431,0.6388277980454166,0.10391449476479316,0.6472242098205055,2,7.5,1024,3585,4609,0,0,0.00020480000000000002,0.0,0.00448125,0.0,0.00468605,307.26666666666665,0.0003124033333333333,,,,bounded_logit,0.28068107202037107,0.21758493713652186,0.3606941057286464,0.09823118226224647,0.7501449199234609,0.0,0.17520843769820368,0.28034307653926693,0.22990666020848577,0.34088895945097075,0.12152924650426723,0.6200657792835913,0.020453014997463333,0.5640400820164002,0.1314370526770101
gpt-5.4-nano,labor_supply.policy_response.substitution_elasticity.primary.decile_1,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 1",none,15,0.32466666666666666,0.012599565532223016,1.0980840302243227,0.6479525027602975,0.141603515336151,0.6632450537990381,2,7.5,1020,3222,4242,0,0,0.000204,0.0,0.0040275,0.0,0.0042315,282.8,0.0002821,,,,bounded_logit,0.3656121470094402,0.26943819538116887,0.4925404224888474,0.0028862177311716527,4.575397806197382,0.0,1.0130115540904094,0.3643926493279732,0.3005692857015933,0.4395002217754356,0.01984361005804418,3.0390423173612353,0.023755572772662877,0.36859146740969795,0.6131267928345083
gpt-5.4-nano,labor_supply.policy_response.substitution_elasticity.primary.decile_10,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 10",none,15,0.6866666666666668,0.14887975531572067,1.619860136295458,0.6458214515036041,0.23414145771781258,0.6869552892615679,2,7.5,1020,3160,4180,0,0,0.000204,0.0,0.00395,0.0,0.004154000000000001,278.6666666666667,0.00027693333333333336,,,,bounded_logit,0.6899164315346938,0.5728749249211728,0.8264064950442129,0.30588723484875746,1.4111404074392384,0.0,0.32493946011531294,0.6875815658385935,0.582920426743483,0.8062823094355076,0.33130103966811253,1.3173850788622925,0.035784868241612304,0.7304684638231956,0.27692752819592836
gpt-5.4-nano,labor_supply.policy_response.substitution_elasticity.primary.decile_2,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 2",none,15,0.502,0.0645007166746297,1.593246807229065,0.6547204174302188,0.26830828040396615,0.7075649499044828,2,7.5,1020,3060,4080,0,0,0.000204,0.0,0.003825,0.0,0.004029,272.0,0.00026859999999999997,,,,bounded_logit,0.448658912413163,0.33705700940335526,0.5925174862427699,0.13976501360898078,1.2628530175939046,0.1473423669094952,0.26805838962262357,0.45314215737770086,0.3438756551650226,0.5909717026414321,0.14142113331853884,1.2696350852650178,0.06743353334575825,1.0585489331372637,0.2782755404145877
