model_name,quantity_id,quantity_name,tool_regime,n_successful_runs,pooled_point_estimate,pooled_lower_bound,pooled_upper_bound,within_run_sd,between_run_sd,total_sd,n_requests,mean_batch_size,usage_prompt_tokens_total,usage_completion_tokens_total,usage_total_tokens_total,usage_cached_prompt_tokens_total,usage_reasoning_tokens_total,usage_estimated_input_cost_usd_total,usage_estimated_cached_input_cost_usd_total,usage_estimated_output_cost_usd_total,usage_estimated_tool_cost_usd_total,usage_estimated_total_cost_usd_total,usage_total_tokens_per_successful_run,usage_estimated_total_cost_usd_per_successful_run,tool_call_count_total,web_search_call_count_total,code_interpreter_call_count_total,pool_transform,reml_latent_location,reml_latent_lower,reml_latent_upper,reml_predictive_lower,reml_predictive_upper,reml_tau,reml_typical_within_sd,bayes_latent_location,bayes_latent_lower,bayes_latent_upper,bayes_predictive_lower,bayes_predictive_upper,bayes_tau_mean,bayes_interval_scale_mean,bayes_typical_within_sd
claude-haiku-4.5,household.intertemporal_elasticity_of_substitution,Intertemporal elasticity of substitution,none,15,0.5,0.20731707317073167,1.1813084394944928,0.6388927324763611,0.0,0.6388927324763611,15,1.0,18315,5733,24048,0,,,,,,0.04698,1603.2,0.0031320000000000002,,,,bounded_logit,0.5000000000000001,0.4151823724183302,0.5998779068885283,0.23165382894697528,1.0131489253690324,0.0,0.22632940394124676,0.5000000000000001,0.452274889835124,0.5521497357346647,0.32725667079042814,0.7493045788884801,0.007859325233245637,0.2903318866962464,0.12195183734306214
claude-haiku-4.5,labor_supply.extensive_margin.single_mothers,Employment participation elasticity of single mothers,none,15,0.45,0.07306235799040639,1.2434178234673459,0.6831988373737831,0.11105554165971789,0.6921661539848812,15,1.0,18090,5245,23335,0,,,,,,0.044315,1555.6666666666667,0.0029543333333333336,,,,bounded_logit,0.41274640830253717,0.31849709222148825,0.5115576028385191,0.05440086213840245,0.8473860008113254,0.0,0.24150493631856115,0.4135325237823211,0.3554029941667851,0.4737875481229048,0.17945104952240465,0.678308909162022,0.013195105973496083,0.3657502402894005,0.14611186514705923
claude-haiku-4.5,labor_supply.frisch_elasticity.prime_age,Frisch elasticity of labor supply,none,15,0.2733333333333333,0.0536082474226804,0.9632995044515946,1.2639287668922556,0.06548960901462833,1.2656242794236632,15,1.0,18375,5870,24245,0,,,,,,0.047725000000000004,1616.3333333333333,0.003181666666666667,,,,bounded_logit,0.27061529531283124,0.19922649610237073,0.36662790607724227,0.0810198615280196,0.8651854116123691,0.0,0.19613454072427594,0.27056675577421724,0.2280759944014266,0.32069282044782577,0.13532758575109413,0.5336119364581485,0.008086717345489929,0.3080913606923017,0.10884741121788605
claude-haiku-4.5,labor_supply.income_elasticity.prime_age,Income elasticity of labor supply,none,15,-0.11066666666666666,-0.34749659256075427,0.09024253939868096,0.308067252307746,0.03567756842735907,0.31012629819693355,15,1.0,18210,5592,23802,0,,,,,,0.04617,1586.8,0.003078,,,,bounded_logit,-0.10466077893441428,-0.14320755590205092,-0.06666707655032766,-0.267604909187384,0.048837804481136615,0.0,0.09652014224619641,-0.10474423243636455,-0.12683677195489085,-0.08287290727065955,-0.19983912049288977,-0.012978891956702654,0.004549906870049151,0.32342816434382643,0.05489345380131088
claude-haiku-4.5,labor_supply.marshallian_wage_elasticity.prime_age,Uncompensated wage elasticity of labor supply,none,15,0.13666666666666666,-0.09098149618722182,0.4449376926832834,0.5945198179109666,0.033993463423951896,0.5954908642829414,15,1.0,18315,5653,23968,0,,,,,,0.04658,1597.8666666666666,0.0031053333333333336,,,,bounded_logit,0.13817715561629607,0.08862651765420804,0.18824566973757495,-0.05296900171983521,0.3372670860660194,0.0,0.11877325329400693,0.1381450954522041,0.11027052807153215,0.16617060029958886,0.02644481691282108,0.25249998250299477,0.00603087112473936,0.30910741848312046,0.06603443401961141
claude-haiku-4.5,labor_supply.policy_response.income_elasticity,Income elasticity of labor supply in a tax-benefit simulation,none,15,0.1,-0.29948826870832324,0.4814875530336128,0.33751352647791105,0.07958224257542214,0.346768963272218,15,1.0,18540,5350,23890,0,,,,,,0.045290000000000004,1592.6666666666667,0.0030193333333333335,,,,bounded_logit,0.0634599550909547,0.003921735890816791,0.12100042982444936,-0.2157530011918607,0.30357716486699715,0.0,0.1591241211286814,0.0690543265619139,0.021551421590010555,0.11800698861957981,-0.1479771792918525,0.26273627146339473,0.02819385729746051,0.526262574999007,0.1150564834170037
claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.all,Substitution elasticity of labor supply in a tax-benefit simulation,none,15,0.24666666666666667,0.05786163522012577,0.6486304277863983,0.6372848384182522,0.012472191289246468,0.6374068722827935,15,1.0,18825,5711,24536,0,,,,,,0.047380000000000005,1635.7333333333333,0.003158666666666667,,,,bounded_logit,0.24410287630827188,0.18804543162235487,0.31577474473824524,0.08018137928527844,0.6957510102627256,0.0,0.16193527350927883,0.24413756407794893,0.21186122508977345,0.28105707832582094,0.13160561759449388,0.4441338736555138,0.005661066852816088,0.2928567537429599,0.08764509654150701
claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_1,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 1",none,15,0.23666666666666666,0.039830508474576254,0.8070015607975514,0.6457854939270986,0.05617433182117572,0.6482240814118388,15,1.0,18825,5550,24375,0,,,,,,0.046575000000000005,1625.0,0.0031050000000000006,,,,bounded_logit,0.22764712167564538,0.16286870466908063,0.3165042821404348,0.0600454638607665,0.7884037900272617,0.0,0.18060639302971115,0.2277091612400731,0.18853422556724977,0.27458673973194353,0.10516617536855072,0.47911212751781174,0.007739669388040569,0.3156379888580531,0.10149401831072166
claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_10,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 10",none,15,0.24000000000000002,0.04623115577889446,0.6829334546510981,0.641833351726824,0.0270801280154532,0.6424043778822045,15,1.0,18825,5482,24307,0,,,,,,0.046235000000000005,1620.4666666666667,0.0030823333333333336,,,,bounded_logit,0.24023307866332538,0.17534075908674465,0.327511282056709,0.06835211532429772,0.7762967079151718,0.0,0.1796892418312675,0.24021182283591,0.2023269191608604,0.2847610180659528,0.11883371761475774,0.4735263050715006,0.006604591658125434,0.2955679063023531,0.09768192851619781
claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_2,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 2",none,15,0.2033333333333333,0.031695721077654504,0.6678970473531651,0.6401784885656673,0.04642796092394707,0.6418598388883494,15,1.0,18825,5627,24452,0,,,,,,0.04696,1630.1333333333334,0.0031306666666666666,,,,bounded_logit,0.20226365805610086,0.14577885925735465,0.27937495794401035,0.05398314051648229,0.7001813578641664,0.0,0.1594487714734379,0.20221775092085242,0.16822372976635214,0.2427129591736466,0.09436619326288698,0.4226748023522519,0.006646344279291038,0.3129340474770425,0.08917706197341445
claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_3,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 3",none,15,0.23333333333333334,0.04999999999999999,0.6493167361278545,0.6420552697739069,0.03496029493900505,0.6430063698492159,15,1.0,18825,5474,24299,0,,,,,,0.046195,1619.9333333333334,0.0030796666666666668,,,,bounded_logit,0.22439791096861716,0.16378966062059516,0.30601436018122175,0.06451253362262882,0.7225277160323544,0.0,0.16671992394149118,0.2245140992918709,0.1884627523316164,0.2671288528733047,0.11005635503808113,0.4472017398430405,0.006928509707426021,0.30702674656888507,0.09242508367829388
claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_4,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 4",none,15,0.24666666666666667,0.04999999999999999,0.6869195290946208,0.6428947252682805,0.012472191289246468,0.643015694468909,15,1.0,18825,5608,24433,0,,,,,,0.046865000000000004,1628.8666666666666,0.0031243333333333336,,,,bounded_logit,0.24560282057793367,0.17788453362553736,0.3372973414679043,0.06900862238451425,0.8007212753919153,0.0,0.18542126986726845,0.24561411489696885,0.20628041686724427,0.291995221810571,0.12118380312262667,0.48511104622567663,0.006705392764846303,0.2915741154436052,0.10012740801544426
claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_5,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 5",none,15,0.24333333333333332,0.052275682704811435,0.6904896323370577,0.640959440344447,0.016996731711975945,0.6411847573481106,15,1.0,18825,5543,24368,0,,,,,,0.046540000000000005,1624.5333333333333,0.003102666666666667,,,,bounded_logit,0.24240712649716475,0.18004925189277213,0.3249060785237624,0.07253820023027725,0.7495602854878559,0.0,0.1741055950066183,0.2424034840366468,0.20627007094672858,0.2844899895518415,0.12384247145913091,0.46367469330651767,0.006242608285791031,0.2927651063915868,0.0942033161455998
claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_6,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 6",none,15,0.24333333333333332,0.04999999999999999,0.6496292044003422,0.6424305042397799,0.016996731711975945,0.6426553054839481,15,1.0,18825,5550,24375,0,,,,,,0.046575000000000005,1625.0,0.0031050000000000006,,,,bounded_logit,0.24089424556907268,0.1750365675903989,0.32983703215861326,0.06834199760246452,0.7801899102893612,0.0,0.1805821589740394,0.24092358519891932,0.2026148771141555,0.28605429173576424,0.11933011825911019,0.4743914636598061,0.006599461881510381,0.29278191631655337,0.09772308745871279
claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_7,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 7",none,15,0.23466666666666666,0.05056481979558902,0.6490431810303652,0.6413275175152102,0.02872087897138402,0.6419703058639948,15,1.0,18825,5641,24466,0,,,,,,0.04703,1631.0666666666666,0.0031353333333333333,,,,bounded_logit,0.2275377468915537,0.16715292835067755,0.308345082724077,0.06657833487432879,0.7207787175277878,0.0,0.16664603731104283,0.2276434462375212,0.19205912876568726,0.26949471474928866,0.11347067354955935,0.44627274339647477,0.006656745994082632,0.30175854715742556,0.09158342069049234
claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_8,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 8",none,15,0.24333333333333332,0.05061801059446733,0.6927432383385692,0.6432033439486045,0.016996731711975945,0.6434278751775957,15,1.0,18825,5678,24503,0,,,,,,0.047215,1633.5333333333333,0.0031476666666666667,,,,bounded_logit,0.24137859047245,0.17573352178224294,0.32986858910537453,0.06882222094674365,0.7782962170414052,0.0,0.1802300151597216,0.24139897712905892,0.20323342433196304,0.2863114669531345,0.11992448995779337,0.47397940244746334,0.006567674577588541,0.2927019571317188,0.09751574666631245
claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.primary.decile_9,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 9",none,15,0.24266666666666667,0.048421052631578934,0.6921773288355464,0.6426304482792233,0.024890872936792627,0.6431123141498001,15,1.0,18825,5654,24479,0,,,,,,0.047095000000000005,1631.9333333333334,0.003139666666666667,,,,bounded_logit,0.2432616337396054,0.1784735253526673,0.32995912567311225,0.07025816357133004,0.7752731243877322,0.0,0.17976683370652066,0.24323962566947804,0.20550836989111407,0.2874741423380664,0.12151256848031174,0.4750212006798623,0.0065300266891657145,0.2946620887636866,0.09757406925013264
claude-haiku-4.5,labor_supply.policy_response.substitution_elasticity.secondary,Secondary-earner substitution elasticity in a tax-benefit simulation,none,15,0.4166666666666667,0.1117647058823529,1.1539269350070431,0.6500157765179413,0.05676462121975468,0.652489641254514,15,1.0,18450,5337,23787,0,,,,,,0.045135,1585.8,0.003009,,,,bounded_logit,0.4104610083788086,0.3202665527166679,0.5232163708102673,0.1496248483801853,1.0294927417010826,0.0,0.2438143654915754,0.4105095072540923,0.35813491063801717,0.469787378786154,0.23258159467368178,0.7044676153024678,0.009363974785700231,0.30159464277471515,0.13391148453502463
claude-haiku-4.5,production.capital_labor_substitution,Elasticity of substitution between capital and labor,none,15,0.6533333333333334,0.3772336201191263,1.1402796506242017,1.223965329483551,0.012472191289246454,1.2240288735701186,15,1.0,18375,5713,24088,0,,,,,,0.04694,1605.8666666666666,0.0031293333333333334,,,,bounded_logit,0.6541069978507257,0.5822846738685001,0.7340977534589337,0.4087781658287765,1.0308458243888443,0.0,0.18434545420334614,0.6540950188065493,0.6141299428547955,0.6964637166594252,0.5035858936361044,0.8455773792704985,0.006523279601447567,0.2914525568792224,0.09951967995211007
claude-haiku-4.5,tax.capital_gains_realizations.elasticity,Capital gains realizations elasticity,none,15,0.7933333333333333,0.25189725627553994,1.666666666666666,1.4721001154812807,0.016996731711975965,1.4721982335571826,15,1.0,18675,5270,23945,0,,,,,,0.045025,1596.3333333333333,0.003001666666666667,,,,bounded_logit,0.7911641817386581,0.552271194907803,0.9943935576646545,-0.47596319999520276,1.44743532519621,0.0,0.5563878292833193,0.7911944859160727,0.6663297985569958,0.9055774839649331,0.17759738411098702,1.2141537301867977,0.018992667798884175,0.29059403694040864,0.29992405747422407
claude-haiku-4.5,tax.elasticity_of_taxable_income.top_earners,Elasticity of taxable income,none,15,0.4326666666666667,0.15038434045984567,1.0862443758124263,0.6749897036251739,0.07496369491664318,0.679139643634176,15,1.0,18090,5889,23979,0,,,,,,0.047535,1598.6,0.003169,,,,bounded_logit,0.41641828060100794,0.3274863219266613,0.5093834614807862,0.08395583926761119,0.8132401474831257,0.0,0.22204458847996336,0.4167066785032334,0.36560185424632285,0.4692414856692264,0.21387804660643095,0.6419253297815168,0.009926601548189763,0.3190969350814554,0.1254476705157435
claude-haiku-4.5,trade.armington_elasticity.import_domestic,Armington elasticity,none,15,1.5,0.7007299270072991,3.340761044612277,2.489066815316759,0.0,2.489066815316759,15,1.0,18015,5452,23467,0,,,,,,0.045275,1564.4666666666667,0.0030183333333333334,,,,bounded_logit,1.5,1.2726947399499557,1.7640781624507629,0.7704434479835569,2.819116688699461,0.0,0.5946383272315985,1.5,1.3725673906041458,1.6382232602990965,1.0372521555818808,2.1458314921442807,0.020803588860234996,0.2903299259648108,0.3204046422065805
