model_name,quantity_id,quantity_name,tool_regime,n_successful_runs,n_quantile_repaired_runs,pooled_point_estimate,pooled_lower_bound,pooled_upper_bound,within_run_sd,between_run_sd,total_sd,n_requests,mean_batch_size,usage_prompt_tokens_total,usage_completion_tokens_total,usage_total_tokens_total,usage_cached_prompt_tokens_total,usage_reasoning_tokens_total,usage_estimated_input_cost_usd_total,usage_estimated_cached_input_cost_usd_total,usage_estimated_output_cost_usd_total,usage_estimated_tool_cost_usd_total,usage_estimated_total_cost_usd_total,usage_total_tokens_per_successful_run,usage_estimated_total_cost_usd_per_successful_run,tool_call_count_total,web_search_call_count_total,code_interpreter_call_count_total,pool_transform,reml_latent_location,reml_latent_lower,reml_latent_upper,reml_predictive_lower,reml_predictive_upper,reml_tau,reml_typical_within_sd,bayes_latent_location,bayes_latent_lower,bayes_latent_upper,bayes_predictive_lower,bayes_predictive_upper,bayes_tau_mean,bayes_interval_scale_mean,bayes_typical_within_sd
grok-4.1-fast,household.annual_discount_factor,Annual discount factor,none,15,0,0.9599999999999999,0.920053475935829,0.98,0.1247449063756379,0.0,0.1247449063756379,15,1.0,11610,2522,14132,10499,0,,,,,0.0020081499999999998,942.1333333333333,0.00013387666666666664,,,,bounded_logit,0.96,0.9527961156459779,0.9661435502080757,0.9245081592238504,0.9791814054426464,0.0,0.01570726691394295,0.96,0.9562399251332107,0.9634493405823079,0.9427664033380413,0.9721974236964478,0.0005602010263531665,0.290325044780952,0.008463361170775613
grok-4.1-fast,household.intertemporal_elasticity_of_substitution,Intertemporal elasticity of substitution,none,15,0,0.5,0.14736842105263154,1.9700000000000002,0.7607549475867887,0.0,0.7607549475867887,15,1.0,12090,2787,14877,11562,0,,,,,0.0020772,991.8,0.00013848,,,,bounded_logit,0.5000000000000001,0.3691561449739999,0.6705053184324721,0.14011069459610015,1.4991463416738628,0.0,0.36909126720636604,0.4999999999999998,0.42464418758461636,0.5870125222961646,0.2487679809068649,0.9540075414379781,0.012769377742360472,0.2903328077739646,0.19887574834940755
grok-4.1-fast,household.relative_risk_aversion.crra,Coefficient of relative risk aversion,none,15,0,2.0,0.4999999999999998,9.333333333333318,6.67918486169283,0.0,6.67918486169283,15,1.0,11670,2485,14155,9798,0,,,,,0.0021068,943.6666666666666,0.0001404533333333333,,,,bounded_logit,2.000000000000001,1.3732532274516522,2.8957571096711208,0.4572731055181214,7.915892469741345,0.0,1.7593855530687594,2.000000000000001,1.6325379261725663,2.4459900247990496,0.8806172723485692,4.414392677921787,0.06286436303989314,0.290324570520606,0.9479881696674434
grok-4.1-fast,labor_supply.extensive_margin.single_mothers,Employment participation elasticity of single mothers,none,15,0,0.3,0.001931330472102984,1.372727272727273,0.7429422083850129,0.0,0.7429422083850129,15,1.0,11955,2843,14798,10664,0,,,,,0.0022129,986.5333333333333,0.00014752666666666665,,,,bounded_logit,0.30000000000000004,0.16610420624724376,0.44467530439825675,-0.16281506753427344,0.923353789019236,0.0,0.33059714853712585,0.2999999999999996,0.22613883156753478,0.37702706886534476,0.0215309664728931,0.6295328580991164,0.011752365527304638,0.29032587149977634,0.17813201170597248
grok-4.1-fast,labor_supply.frisch_elasticity.prime_age,Frisch elasticity of labor supply,none,15,0,0.3,0.04999999999999999,1.4924050632911388,1.3195782154410804,0.0,1.3195782154410804,15,1.0,12180,3093,15273,10859,0,,,,,0.0023536499999999997,1018.2,0.00015691,,,,bounded_logit,0.3,0.1955485642226941,0.4576395264231643,0.05592725671143381,1.4535374055008332,0.0,0.3015667650638635,0.3000000000000001,0.2380679624871598,0.3774204062129398,0.11778189465010663,0.7429309366855172,0.010756236279622234,0.2903250242428743,0.16248965358171036
grok-4.1-fast,labor_supply.income_elasticity.prime_age,Income elasticity of labor supply,none,15,0,-0.08000000000000002,-0.4950344383653307,0.29793319713023225,0.3590596379588092,0.04,0.3612808099126096,15,1.0,13110,2899,16009,11799,0,,,,,0.0023016499999999997,1067.2666666666667,0.0001534433333333333,,,,bounded_logit,-0.059684925156518354,-0.13843692153082676,0.01649749861067118,-0.42005773009680736,0.2525028204874342,0.0,0.20758393157232222,-0.060138460863340626,-0.10421052605476921,-0.017105263926924907,-0.2628252279587895,0.12621192232565148,0.008388506669326865,0.30765487512052836,0.11516219735715626
grok-4.1-fast,labor_supply.marshallian_wage_elasticity.prime_age,Uncompensated wage elasticity of labor supply,none,15,0,0.11333333333333334,-0.1910176952820457,0.78025876826824,0.6303194395172446,0.0339934634239519,0.6312354167732424,15,1.0,12120,2948,15068,10807,0,,,,,0.00227695,1004.5333333333333,0.00015179666666666666,,,,bounded_logit,0.10856436642590817,0.02798861350870352,0.19057594872112915,-0.23405613266243286,0.47874287301632545,0.0,0.21758504637899473,0.10865953277312812,0.0642996207007851,0.15349111778426616,-0.08707821781993808,0.3131240541423219,0.008162030129270713,0.2947998663059404,0.11814127834824775
grok-4.1-fast,labor_supply.policy_response.substitution_elasticity.all,Substitution elasticity of labor supply in a tax-benefit simulation,none,15,0,0.3,0.03823529411764705,1.1849706210180124,0.686186017053685,0.0,0.686186017053685,15,1.0,12555,2967,15522,11543,0,,,,,0.00226305,1034.8,0.00015087,,,,bounded_logit,0.30000000000000004,0.19824683862942064,0.4490949095368007,0.006253339153814564,3.824519221967502,0.0,0.6739955454463886,0.29999999999999993,0.23975799314836663,0.37418868063221666,0.037584496195340246,1.7488909293028572,0.012522589022458246,0.2904952901746097,0.36326752414293717
grok-4.1-fast,labor_supply.policy_response.substitution_elasticity.primary.decile_1,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 1",none,15,0,0.09666666666666668,-0.046428571428571444,0.7737181287414081,0.6588119178153622,0.012472191289246471,0.6589299648757151,15,1.0,12525,2973,15498,11968,0,,,,,0.0021963,1033.2,0.00014642,,,,bounded_logit,0.094448883095585,0.007215462760296771,1.02070980905377,2.5362059173069145e-06,4.993167607146183,0.0,0.5940207482317289,0.09446167877856433,0.023540583524252683,0.3634586752729122,0.0002686135596980108,4.367248968812072,0.020549929749512377,0.2905279690004349,0.32022356546509606
grok-4.1-fast,labor_supply.policy_response.substitution_elasticity.primary.decile_10,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 10",none,15,0,0.3,0.04999999999999999,1.2000000000000042,0.7077252291673656,0.0,0.7077252291673656,15,1.0,12525,2973,15498,11158,0,,,,,0.0023178,1033.2,0.00015452,,,,bounded_logit,0.30000000000000004,0.1974184437192752,0.45088022666147687,0.05738686967829869,1.2987804084222145,0.0,0.2921914745298701,0.30000000000000016,0.23943247461046177,0.3746829865268237,0.12002955650960963,0.7105257880260517,0.010444503416296498,0.2903244662473592,0.15743792536328105
