provider,model_name,quantity_id,request_index,prompt_version,tool_regime,batch_size,request_id,prompt_tokens,completion_tokens,total_tokens,cached_prompt_tokens,reasoning_tokens,estimated_input_cost_usd,estimated_cached_input_cost_usd,estimated_output_cost_usd,estimated_tool_cost_usd,estimated_total_cost_usd,tool_call_count,web_search_call_count,code_interpreter_call_count,tool_sources,tool_trace,usage
litellm_completion,claude-opus-4.6,trade.armington_elasticity.import_domestic,1,armington-clarify,none,1,chatcmpl-f4e43bca-0d2c-4c86-88c3-b51fd7b0f0f4,1286,454,1740,0,0,,,,,0.01778,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 454, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 454, ""video_tokens"": null}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.01778, ""prompt_tokens"": 1286, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null, ""video_tokens"": null}, ""speed"": null, ""total_tokens"": 1740}"
litellm_completion,claude-opus-4.6,trade.armington_elasticity.import_domestic,2,armington-clarify,none,1,chatcmpl-50776a0c-5677-4992-9e2e-dc0c4eeafb5a,1286,439,1725,0,0,,,,,0.017405,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 439, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 439, ""video_tokens"": null}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.017405, ""prompt_tokens"": 1286, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null, ""video_tokens"": null}, ""speed"": null, ""total_tokens"": 1725}"
litellm_completion,claude-opus-4.6,trade.armington_elasticity.import_domestic,3,armington-clarify,none,1,chatcmpl-0e029735-98d4-4e5b-b610-8c8dd7c52897,1286,408,1694,0,0,,,,,0.016630000000000002,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 408, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 408, ""video_tokens"": null}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.016630000000000002, ""prompt_tokens"": 1286, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null, ""video_tokens"": null}, ""speed"": null, ""total_tokens"": 1694}"
litellm_completion,claude-opus-4.6,trade.armington_elasticity.import_domestic,4,armington-clarify,none,1,chatcmpl-0d9d826b-1e61-42c8-9b7f-634fc41a574f,1286,407,1693,0,0,,,,,0.016605,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 407, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 407, ""video_tokens"": null}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.016605, ""prompt_tokens"": 1286, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null, ""video_tokens"": null}, ""speed"": null, ""total_tokens"": 1693}"
litellm_completion,claude-opus-4.6,trade.armington_elasticity.import_domestic,5,armington-clarify,none,1,chatcmpl-e819fd22-84b7-4528-be71-5efda499f4e0,1286,405,1691,0,0,,,,,0.016555,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 405, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 405, ""video_tokens"": null}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.016555, ""prompt_tokens"": 1286, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null, ""video_tokens"": null}, ""speed"": null, ""total_tokens"": 1691}"
litellm_completion,claude-opus-4.6,trade.armington_elasticity.import_domestic,6,armington-clarify,none,1,chatcmpl-99898787-14eb-4b66-a93b-fbc7af9d0e43,1286,411,1697,0,0,,,,,0.016705,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 411, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 411, ""video_tokens"": null}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.016705, ""prompt_tokens"": 1286, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null, ""video_tokens"": null}, ""speed"": null, ""total_tokens"": 1697}"
litellm_completion,claude-opus-4.6,trade.armington_elasticity.import_domestic,7,armington-clarify,none,1,chatcmpl-a4e049d8-6287-4735-b9b6-daf0fe299b5e,1286,422,1708,0,0,,,,,0.016980000000000002,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 422, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 422, ""video_tokens"": null}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.016980000000000002, ""prompt_tokens"": 1286, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null, ""video_tokens"": null}, ""speed"": null, ""total_tokens"": 1708}"
litellm_completion,claude-opus-4.6,trade.armington_elasticity.import_domestic,8,armington-clarify,none,1,chatcmpl-516c3e68-0f83-4131-a51d-474388540027,1286,414,1700,0,0,,,,,0.01678,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 414, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 414, ""video_tokens"": null}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.01678, ""prompt_tokens"": 1286, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null, ""video_tokens"": null}, ""speed"": null, ""total_tokens"": 1700}"
litellm_completion,claude-opus-4.6,trade.armington_elasticity.import_domestic,9,armington-clarify,none,1,chatcmpl-20b77fbe-8c01-4af3-b3b5-00e7c4b779c9,1286,429,1715,0,0,,,,,0.017155,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 429, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 429, ""video_tokens"": null}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.017155, ""prompt_tokens"": 1286, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null, ""video_tokens"": null}, ""speed"": null, ""total_tokens"": 1715}"
litellm_completion,claude-opus-4.6,trade.armington_elasticity.import_domestic,10,armington-clarify,none,1,chatcmpl-96b453fa-d4ae-4867-ad51-dc2a79421b63,1286,425,1711,0,0,,,,,0.017055,,,,[],[],"{""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""completion_tokens"": 425, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": null, ""image_tokens"": null, ""reasoning_tokens"": 0, ""rejected_prediction_tokens"": null, ""text_tokens"": 425, ""video_tokens"": null}, ""inference_geo"": ""global"", ""litellm_cost_usd"": 0.017055, ""prompt_tokens"": 1286, ""prompt_tokens_details"": {""audio_tokens"": null, ""cache_creation_token_details"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_tokens"": 0, ""cached_tokens"": 0, ""image_tokens"": null, ""text_tokens"": null, ""video_tokens"": null}, ""speed"": null, ""total_tokens"": 1711}"
