model_name,quantity_id,quantity_name,tool_regime,n_successful_runs,n_quantile_repaired_runs,pooled_point_estimate,pooled_lower_bound,pooled_upper_bound,within_run_sd,between_run_sd,total_sd,n_requests,mean_batch_size,usage_prompt_tokens_total,usage_completion_tokens_total,usage_total_tokens_total,usage_cached_prompt_tokens_total,usage_reasoning_tokens_total,usage_estimated_input_cost_usd_total,usage_estimated_cached_input_cost_usd_total,usage_estimated_output_cost_usd_total,usage_estimated_tool_cost_usd_total,usage_estimated_total_cost_usd_total,usage_total_tokens_per_successful_run,usage_estimated_total_cost_usd_per_successful_run,tool_call_count_total,web_search_call_count_total,code_interpreter_call_count_total,pool_transform,reml_latent_location,reml_latent_lower,reml_latent_upper,reml_predictive_lower,reml_predictive_upper,reml_tau,reml_typical_within_sd,bayes_latent_location,bayes_latent_lower,bayes_latent_upper,bayes_predictive_lower,bayes_predictive_upper,bayes_tau_mean,bayes_interval_scale_mean,bayes_typical_within_sd
gpt-5.4-mini,household.annual_discount_factor,Annual discount factor,none,15,0,0.9636666666666667,0.9203020675210034,0.9949572649572649,0.125647307306338,0.008653836657164788,0.1259449670380767,3,5.0,1332,2537,3869,0,0,0.000999,0.0,0.0114165,0.0,0.0124155,257.93333333333334,0.0008277,,,,bounded_logit,0.9630287870397979,0.9517781154024233,0.9717325175570236,0.8877222696365229,0.9884813697367184,0.0,0.025807551579398395,0.9630607463509598,0.9567798956920639,0.9684718531912597,0.9269686950687632,0.9816752976914483,0.0010735428222951055,0.34288996024905516,0.015099515703079752
gpt-5.4-mini,household.intertemporal_elasticity_of_substitution,Intertemporal elasticity of substitution,none,15,0,0.5399999999999999,0.1013953488372093,1.923813461580309,0.7515535068184508,0.08,0.755799360684508,3,5.0,1440,2909,4349,0,0,0.00108,0.0,0.0130905,0.0,0.014170499999999999,289.93333333333334,0.0009446999999999999,,,,bounded_logit,0.5379093355775905,0.37615691162026205,0.7578177105187347,0.1257167160863311,1.8019543356820724,0.0,0.4500271287343839,0.5378644399503086,0.44285092773446694,0.6503367025207665,0.23996789354866788,1.118635056520108,0.016957186164054477,0.2965901858865975,0.24506720832002574
gpt-5.4-mini,household.relative_risk_aversion.crra,Coefficient of relative risk aversion,none,15,0,2.0,0.5070422535211268,9.894760312151611,6.728169668144029,0.0,6.728169668144029,3,5.0,1353,2463,3816,0,0,0.00101475,0.0,0.0110835,0.0,0.01209825,254.4,0.00080655,,,,bounded_logit,2.0000000000000013,1.404632681224806,2.833007979864197,0.4692819186640532,7.743116352175406,0.0,1.728843398609239,2.000000000000001,1.652174873976791,2.417389920604628,0.8955131150229955,4.3461448797284685,0.0601430012846112,0.2903315330860893,0.9315426845719408
gpt-5.4-mini,labor_supply.extensive_margin.single_mothers,Employment participation elasticity of single mothers,none,15,0,0.52,0.06218436264070576,1.51908346931106,0.7133140573719576,0.13999999999999999,0.726922928820136,3,5.0,1401,2890,4291,0,0,0.00105075,0.0,0.013005,0.0,0.014055749999999999,286.06666666666666,0.0009370499999999999,,,,bounded_logit,0.476451838927316,0.3533337856604104,0.6068970860011969,0.01918952828121334,1.054254561015986,0.0,0.315988873710975,0.47720851646476614,0.4033687886225479,0.5539954589137064,0.18370583533777585,0.8164168131332143,0.015096012621915981,0.34553536010700747,0.18580949563462074
gpt-5.4-mini,labor_supply.frisch_elasticity.prime_age,Frisch elasticity of labor supply,none,15,0,0.4033333333333333,0.06626506024096385,1.4709118576612417,1.2908933975696402,0.05617433182117573,1.2921150565814348,3,5.0,1446,2994,4440,0,0,0.0010845,0.0,0.013472999999999999,0.0,0.0145575,296.0,0.0009704999999999999,,,,bounded_logit,0.4030530150818562,0.2847796705380099,0.567577380517999,0.10045800456733411,1.4807742071191077,0.0,0.3340181400999127,0.40300324909198415,0.33335307206559517,0.4864533170336526,0.1847605820325463,0.8565082189401327,0.012417985425197522,0.2965330214117522,0.18186754739394315
gpt-5.4-mini,labor_supply.income_elasticity.prime_age,Income elasticity of labor supply,none,15,0,-0.062000000000000006,-0.247048178769871,0.09095714373195843,0.3018697451808571,0.01514375558880073,0.30224936127126706,3,5.0,1632,3110,4742,0,0,0.001224,0.0,0.013995,0.0,0.015219000000000002,316.1333333333333,0.0010146,,,,bounded_logit,-0.060176991494836685,-0.08938668186051446,-0.03132773782134235,-0.18215173593784617,0.055749630733058275,0.0,0.07245205914623273,-0.06022530451579189,-0.07641064973399514,-0.0441693805616965,-0.12913262705407202,0.006693355837051218,0.0033373717859649914,0.30224659990165365,0.03983276178205097
gpt-5.4-mini,labor_supply.marshallian_wage_elasticity.prime_age,Uncompensated wage elasticity of labor supply,none,15,0,0.09266666666666666,-0.09654029790941163,0.5795580570100272,0.6008603426661547,0.034149995932975186,0.6018300205299758,3,5.0,1437,2913,4350,0,0,0.00107775,0.0,0.013108499999999999,0.0,0.014186250000000001,290.0,0.0009457500000000001,,,,bounded_logit,0.08435822671972693,0.03387191564694936,0.13542300045265732,-0.12887883872823158,0.3083104443655227,0.0,0.1331028668926907,0.08442633909408048,0.05634889492630535,0.11271179664913955,-0.03808419947831054,0.21042607980246775,0.005823105102082439,0.30199711396320467,0.07314681879706225
gpt-5.4-mini,labor_supply.policy_response.substitution_elasticity.all,Substitution elasticity of labor supply in a tax-benefit simulation,none,15,0,0.23666666666666666,0.03184210526315788,0.9177402085881192,0.6564121164837429,0.05617433182117572,0.6588113707444813,3,5.0,1536,3066,4602,0,0,0.001152,0.0,0.013797,0.0,0.014948999999999999,306.8,0.0009965999999999998,,,,bounded_logit,0.23340893602405482,0.15835087138272286,0.34153474007638024,0.005644374221239529,3.398305746585131,0.0,0.5098381377299818,0.2334435368512536,0.187662704993512,0.28973837848965117,0.029416000426988997,1.4420757844578844,0.011062470878320782,0.31140656081031026,0.28454923426403667
gpt-5.4-mini,labor_supply.policy_response.substitution_elasticity.primary.decile_1,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 1",none,15,0,0.14066666666666666,0.008681672025723466,0.8004258908365609,0.6435718469776488,0.07370813312578801,0.6477789832273899,3,5.0,1530,3101,4631,0,0,0.0011474999999999999,0.0,0.0139545,0.0,0.015102,308.73333333333335,0.0010068,,,,bounded_logit,0.14419736172693629,0.09243512946751423,0.22362481979331988,0.0003787948719779818,4.604407401417553,0.0,0.5083673947889671,0.14494756033703318,0.10943251969881924,0.19234481527559272,0.004184382843306921,2.5793198827176584,0.01684585235659296,0.35670558994897983,0.3051540511194131
gpt-5.4-mini,labor_supply.policy_response.substitution_elasticity.primary.decile_10,"Primary-earner substitution elasticity in a tax-benefit simulation, decile 10",none,15,0,0.16533333333333333,0.022348484848484847,0.7303001076151943,0.638628958959913,0.05584104424365847,0.6410656514308378,3,5.0,1530,3152,4682,0,0,0.0011474999999999999,0.0,0.014183999999999999,0.0,0.0153315,312.1333333333333,0.0010221,,,,bounded_logit,0.16209493261719704,0.11408754179574097,0.22935527165151567,0.039866224353713724,0.6127766647571424,0.0,0.13612477128323977,0.16198860915953792,0.13198598383095392,0.19847793384326734,0.06987802777685294,0.36639520624867705,0.006485326583858847,0.33558521425924576,0.07880670231524532
